MOTIVO_CURADORIA;NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;DS_TP_GRAU_ACADEMICO;CO_ROTULO_AREA;NO_ROTULO_AREA;DS_CLASSIFICACAO_AREA;DS_CRITERIO_ESCOPO;QT_MAT;QT_ING;QT_CONC;DECISAO_CURADORIA;STATUS_VERIFICACAO_FONTE
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;1741;FACULDADE DE TECNOLOGIA INTERAMERICA;74971;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74971;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74971;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74971;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;1741;FACULDADE DE TECNOLOGIA INTERAMERICA;74976;CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO DE SOFTWARE;Presencial;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74976;PRODUÇÃO DE SOFTWARE;Presencial;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74976;PRODUÇÃO DE SOFTWARE;Presencial;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74976;PRODUÇÃO DE SOFTWARE;Presencial;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;1741;FACULDADE DE TECNOLOGIA INTERAMERICA;74978;CURSO SUPERIOR DE TECNOLOGIA EM PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74978;PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74978;PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74978;PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2016;176;UNIVERSIDADE CASTELO BRANCO;1349737;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;6.0;7.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2017;176;UNIVERSIDADE CASTELO BRANCO;1349737;BANCO DE DADOS;Presencial;Tecnológico;481B01;Banco de dados;OCDE;OCDE área específica 48 Computação;7.0;4.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2018;176;UNIVERSIDADE CASTELO BRANCO;1349737;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2019;176;UNIVERSIDADE CASTELO BRANCO;1349737;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;176;UNIVERSIDADE CASTELO BRANCO;1349737;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2014;1790;FACULDADE DO SUL DA BAHIA;72607;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2015;1790;FACULDADE DO SUL DA BAHIA;72607;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2016;1790;FACULDADE DO SUL DA BAHIA;72607;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2017;1790;FACULDADE DO SUL DA BAHIA;72607;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;483A02;Análise e Desenvolvimento de Sistemas (Tecnólogo);OCDE;OCDE área específica 48 Computação;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2017;1805;CENTRO UNIVERSITÁRIO DOS GUARARAPES;1322385;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;12.0;25.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2018;1805;CENTRO UNIVERSITÁRIO DOS GUARARAPES;1322385;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;0714E04;Engenharia de computação (DCN Engenharia);CINE Brasil;CINE Brasil rótulo 0714E04 Engenharia de Computação;0.0;13.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2019;1805;CENTRO UNIVERSITÁRIO DOS GUARARAPES;1322385;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;0714E04;Engenharia de computação (DCN Engenharia);CINE Brasil;CINE Brasil rótulo 0714E04 Engenharia de Computação;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;20;UNIVERSIDADE DE PASSO FUNDO;50825;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS DE INFORMACAO AREA PROFISSIONAL INFORMATICA;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;3.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;20;UNIVERSIDADE DE PASSO FUNDO;50825;SISTEMA DE INFORMAÇÃO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;20;UNIVERSIDADE DE PASSO FUNDO;50825;SISTEMA DE INFORMAÇÃO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;20;UNIVERSIDADE DE PASSO FUNDO;50825;SISTEMA DE INFORMAÇÃO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;20;UNIVERSIDADE DE PASSO FUNDO;70375;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS DE INFORMACAO AREA PROFISSIONAL INFORMATICA;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;4.0;0.0;2.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;20;UNIVERSIDADE DE PASSO FUNDO;70375;SISTEMA DE INFORMAÇÃO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
