MOTIVO_CURADORIA;NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;DS_TP_GRAU_ACADEMICO;CO_ROTULO_AREA;NO_ROTULO_AREA;DS_CLASSIFICACAO_AREA;DS_CRITERIO_ESCOPO;QT_MAT;QT_ING;QT_CONC;DECISAO_CURADORIA;STATUS_VERIFICACAO_FONTE
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;1208;FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL;67947;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;13;UNIVERSIDADE DE CAXIAS DO SUL;64933;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS EIXO TECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;6.0;0.0;4.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;13;UNIVERSIDADE DE CAXIAS DO SUL;64933;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;13;UNIVERSIDADE DE CAXIAS DO SUL;64933;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;13;UNIVERSIDADE DE CAXIAS DO SUL;64933;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;1418;CENTRO UNIVERSITÁRIO TOLEDO;1518428;SISTEMAS DE INFORMAÇÃO;EaD;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;1418;Centro Universitário Toledo Wyden;1518428;Sistemas De Informação;EaD;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;4.0;7.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;1418;Centro Universitário Toledo Wyden;1518428;Sistemas De Informação;EaD;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;1418;Centro Universitário Toledo Wyden;1518428;Sistemas De Informação;EaD;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2024;1418;Centro Universitário Toledo Wyden;1518428;Sistemas De Informação;EaD;Bacharelado;0613S01;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;1427;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1599296;Desenvolvimento Back-End;EaD;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;3.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;1427;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1599296;Desenvolvimento Back-End;EaD;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;3.0;5.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2024;1427;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1599296;Desenvolvimento Back-End;EaD;Tecnológico;0613S01;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;1427;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1599297;Desenvolvimento Mobile;EaD;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;1.0;1.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;1427;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1599297;Desenvolvimento Mobile;EaD;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;0.0;1.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2024;1427;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1599297;Desenvolvimento Mobile;EaD;Tecnológico;0619P01;Programas abrangendo Computação e Tecnologias da Informação e Comunicação (TIC) em processo de definição da classificação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2019;14303;FACULDADE PADRAO DE SENADOR CANEDO;1351183;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;1.0;1.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;14303;FACULDADE PADRAO DE SENADOR CANEDO;1351183;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;14303;FACULDADE PADRAO DE SENADOR CANEDO;1351183;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2018;15428;Faculdade UNIRB - NATAL;1364434;DEFESA CIBERNÉTICA;Presencial;Tecnológico;0612D01;Defesa cibernética;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;2.0;2.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2019;15428;Faculdade UNIRB - NATAL;1364434;DEFESA CIBERNÉTICA;Presencial;Tecnológico;0612D01;Defesa cibernética;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;3.0;2.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;15428;Faculdade UNIRB - NATAL;1364434;Defesa Cibernética;Presencial;Tecnológico;0612D01;Defesa cibernética;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;15428;Faculdade UNIRB - NATAL;1364434;Defesa Cibernética;Presencial;Tecnológico;0612D01;Defesa cibernética;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;15428;Faculdade UNIRB - NATAL;1364434;Defesa Cibernética;Presencial;Tecnológico;0612D01;Defesa cibernética;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;163;UNIVERSIDADE ESTACIO DE SA;19327;SISTEMAS DE INFORMACAO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;4.0;0.0;3.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;163;UNIVERSIDADE ESTÁCIO DE SÁ;19327;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;1.0;1.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;163;UNIVERSIDADE ESTÁCIO DE SÁ;19327;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;163;UNIVERSIDADE ESTÁCIO DE SÁ;19327;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;163;UNIVERSIDADE ESTÁCIO DE SÁ;80449;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;163;UNIVERSIDADE ESTÁCIO DE SÁ;80449;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;163;UNIVERSIDADE ESTÁCIO DE SÁ;80449;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;1.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2013;163;UNIVERSIDADE ESTÁCIO DE SÁ;80449;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;163;UNIVERSIDADE ESTÁCIO DE SÁ;98272;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;163;UNIVERSIDADE ESTÁCIO DE SÁ;98272;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;163;UNIVERSIDADE ESTÁCIO DE SÁ;98272;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;1.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2013;163;UNIVERSIDADE ESTÁCIO DE SÁ;98272;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2019;1680;Faculdade Unirb - Mossoró;1405240;JOGOS DIGITAIS;Presencial;Tecnológico;0613J01;Jogos digitais;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;2.0;2.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;1680;Faculdade Unirb - Mossoró;1405240;JOGOS DIGITAIS;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;2.0;1.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;1680;Faculdade Unirb - Mossoró;1405240;Jogos Digitais;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;1680;Faculdade Unirb - Mossoró;1405240;Jogos Digitais;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2024;1680;Faculdade Unirb - Mossoró;1405240;Jogos Digitais;Presencial;Tecnológico;0681J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2019;17116;Faculdade de Ciências de Goiana;1388670;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE Brasil;CINE Brasil área geral 6 Computação/TIC;5.0;7.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2020;17116;Faculdade de Ciências de Goiana;1388670;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;2.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2021;17116;Faculdade de Ciências de Goiana;1388670;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2022;17116;Faculdade de Ciências de Goiana;1388670;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2023;17116;Faculdade de Ciências de Goiana;1388670;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2024;17116;Faculdade de Ciências de Goiana;1388670;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;1741;FACULDADE DE TECNOLOGIA INTERAMERICA;47963;CURSO SUPERIOR DE TECNOLOGIA EM WEB DESIGN AREA PROFISSIONAL INFORMATICA;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;47963;WEB DESIGN;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;47963;WEB DESIGN;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;47963;WEB DESIGN;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;1741;FACULDADE DE TECNOLOGIA INTERAMERICA;71952;CURSO SUPERIOR DE TECNOLOGIA EM DESENVOLVIMENTO DE SOFTWARE PARA COMERCIO ELETRONICO AREA PROFISSIONAL INFORMATICA;Presencial;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;71952;DESENVOLVIMENTO DE SOFTWARE PARA COMÉRCIO ELETRÔNICO;Presencial;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;71952;DESENVOLVIMENTO DE SOFTWARE PARA COMÉRCIO ELETRÔNICO;Presencial;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;71952;DESENVOLVIMENTO DE SOFTWARE PARA COMÉRCIO ELETRÔNICO;Presencial;Tecnológico;0613E01;Engenharia de software;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;1741;FACULDADE DE TECNOLOGIA INTERAMERICA;74941;CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA DE REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74941;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74941;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74941;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;1741;FACULDADE DE TECNOLOGIA INTERAMERICA;74957;CURSO SUPERIOR DE TECNOLOGIA EM DESENVOLVIMENTO DE JOGOS DE ENTRETENIMENTO;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74957;DESENVOLVIMENTO DE JOGOS DE ENTRETERIMENTO;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74957;DESENVOLVIMENTO DE JOGOS DE ENTRETERIMENTO;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74957;DESENVOLVIMENTO DE JOGOS DE ENTRETERIMENTO;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2009;1741;FACULDADE DE TECNOLOGIA INTERAMERICA;74965;CURSO SUPERIOR DE TECNOLOGIA EM BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2010;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74965;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2011;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74965;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
serie de baixa atividade: >=3 anos, metade com 0 matricula e menos de 20 no total;2012;1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA;74965;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;1.0;0.0;1.0;"manter; aplicar filtro de atividade conforme a pergunta do visual";"pendente; triagem automatica nao confirma preenchimento da IES"
