NU_ANO_CENSO;CO_IES;CO_CURSO;NO_IES;NO_CURSO;CO_MUNICIPIO;NO_MUNICIPIO;REGRA;EVIDENCIA;IMPACTO;STATUS
2014;3160;57650;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS;SISTEMA DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2013: 7.0; 2014: 0; ING=0.0; DESV=11.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;3189;116998;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS;SISTEMAS PARA INTERNET;;;matriculas_caem_a_zero;"2013: 6.0; 2014: 0; ING=0.0; DESV=5.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;322;123545;UNIVERSIDADE PAULISTA;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2013: 3.0; 2014: 0; ING=4.0; DESV=12.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;322;51454;UNIVERSIDADE PAULISTA;CIÊNCIA DA COMPUTAÇÃO;;;matriculas_caem_a_zero;"2013: 2.0; 2014: 0; ING=0.0; DESV=3.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;322;67345;UNIVERSIDADE PAULISTA;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2013: 17.0; 2014: 0; ING=6.0; DESV=17.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;330;18601;UNIVERSIDADE IGUAÇU;ENGENHARIA DE COMPUTAÇÃO;;;matriculas_caem_a_zero;"2013: 6.0; 2014: 0; ING=0.0; DESV=2.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;3610;55234;FACULDADES INTEGRADAS PROMOVE DE BRASILIA;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2013: 4.0; 2014: 0; ING=1.0; DESV=7.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;383;115476;UNIVERSIDADE DA AMAZÔNIA;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2013: 1.0; 2014: 0; ING=0.0; DESV=0.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;3879;1132283;FACULDADE MAURÍCIO DE NASSAU DE CAMPINA GRANDE;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2013: 32.0; 2014: 0; ING=33.0; DESV=33.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;3879;1132449;FACULDADE MAURÍCIO DE NASSAU DE CAMPINA GRANDE;SISTEMAS PARA INTERNET;;;matriculas_caem_a_zero;"2013: 41.0; 2014: 0; ING=46.0; DESV=42.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;4010;115700;CENTRO UNIVERSITÁRIO METODISTA;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2013: 2.0; 2014: 0; ING=3.0; DESV=3.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;4153;1128780;FACULDADE JOAQUIM NABUCO RECIFE;SISTEMAS PARA INTERNET;;;matriculas_caem_a_zero;"2013: 58.0; 2014: 0; ING=1.0; DESV=64.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;457;1146721;UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2013: 7.0; 2014: 0; ING=0.0; DESV=0.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;457;1151204;UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2013: 12.0; 2014: 0; ING=0.0; DESV=0.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;466;121164;UNIVERSIDADE ANHEMBI MORUMBI;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2013: 7.0; 2014: 0; ING=0.0; DESV=6.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;481;109554;UNIVERSIDADE GUARULHOS;CIÊNCIA DA COMPUTAÇÃO;;;matriculas_caem_a_zero;"2013: 11.0; 2014: 0; ING=0.0; DESV=2.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;494;52417;UNIVERSIDADE DO SUL DE SANTA CATARINA;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2013: 1.0; 2014: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;494;72645;UNIVERSIDADE DO SUL DE SANTA CATARINA;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2013: 3.0; 2014: 0; ING=0.0; DESV=3.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;5217;107952;FACULDADES INTEGRADAS PAULISTA;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2013: 17.0; 2014: 0; ING=0.0; DESV=9.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;526;10728;UNIVERSIDADE BRAZ CUBAS;INFORMÁTICA;;;matriculas_caem_a_zero;"2013: 3.0; 2014: 0; ING=0.0; DESV=0.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;568;105588;UNIVERSIDADE ESTADUAL DO MARANHÃO;TECNOLOGIA DA INFORMAÇÃO EM WEB-DESIGNER;;;matriculas_caem_a_zero;"2013: 4.0; 2014: 0; ING=0.0; DESV=4.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;569;92857;UNIVERSIDADE FEDERAL DO PARÁ;SISTEMA DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2013: 1.0; 2014: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;614;58322;FACULDADE DE FILOSOFIA SANTA DOROTÉIA;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2013: 16.0; 2014: 0; ING=0.0; DESV=0.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;665;15358;UNIVERSIDADE DE TAUBATÉ;COMPUTAÇÃO CIENTÍFICA;;;matriculas_caem_a_zero;"2013: 1.0; 2014: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;669;20131;UNIVERSIDADE NILTON LINS;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2013: 12.0; 2014: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;736;109864;FACULDADE PITÁGORAS DE LINHARES;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2013: 18.0; 2014: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;761;73686;FACULDADES SPEI;SISTEMAS PARA INTERNET;;;matriculas_caem_a_zero;"2013: 7.0; 2014: 0; ING=0.0; DESV=4.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;763;71903;INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO;GERENCIAMENTO DE REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2013: 22.0; 2014: 0; ING=0.0; DESV=5.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;83;1187230;UNIVERSIDADE DO VALE DO ITAJAÍ;SISTEMAS PARA INTERNET;;;matriculas_caem_a_zero;"2013: 3.0; 2014: 0; ING=0.0; DESV=4.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2014;83;1207778;UNIVERSIDADE DO VALE DO ITAJAÍ;CIÊNCIA DA COMPUTAÇÃO;;;matriculas_caem_a_zero;"2013: 10.0; 2014: 0; ING=0.0; DESV=3.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;10;118914;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;SISTEMAS PARA INTERNET;;;matriculas_caem_a_zero;"2014: 15.0; 2015: 0; ING=0.0; DESV=5.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1055;1101402;FACULDADE MAURÍCIO DE NASSAU DE SALVADOR;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2014: 26.0; 2015: 0; ING=0.0; DESV=21.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1055;1138879;FACULDADE MAURÍCIO DE NASSAU DE SALVADOR;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 23.0; 2015: 0; ING=0.0; DESV=9.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1085;87278;FACULDADE METODISTA DE SANTA MARIA;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 5.0; 2015: 0; ING=0.0; DESV=0.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;11428;1008004;FACULDADE DE TECNOLOGIA ALTO MÉDIO SÃO FRANCISCO;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 11.0; 2015: 0; ING=0.0; DESV=2.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;11750;5000325;FACULDADE PITÁGORAS DE VOTORANTIM - SOROCABA;CIÊNCIA DA COMPUTAÇÃO;;;matriculas_caem_a_zero;"2014: 7.0; 2015: 0; ING=0.0; DESV=6.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1292;19828;FACULDADES ADAMANTINENSES INTEGRADAS;PROCESSAMENTO DE DADOS;;;matriculas_caem_a_zero;"2014: 8.0; 2015: 0; ING=0.0; DESV=3.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1388;150218;FACULDADE SUMARÉ;BANCO DE DADOS;;;matriculas_caem_a_zero;"2014: 3.0; 2015: 0; ING=0.0; DESV=2.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;142;64698;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1445;100610;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 2.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1518;45645;FACULDADE ANHANGUERA DE TAGUATINGA;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 45.0; 2015: 0; ING=0.0; DESV=71.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;161;18180;CENTRO UNIVERSITÁRIO ASSUNÇÃO;CIÊNCIA DA COMPUTAÇÃO;;;matriculas_caem_a_zero;"2014: 8.0; 2015: 0; ING=0.0; DESV=4.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;163;111446;UNIVERSIDADE ESTÁCIO DE SÁ;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2014: 2.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;163;1188146;UNIVERSIDADE ESTÁCIO DE SÁ;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 2.0; 2015: 0; ING=0.0; DESV=2.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;163;41507;UNIVERSIDADE ESTÁCIO DE SÁ;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 231.0; 2015: 0; ING=1.0; DESV=70.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;163;50130;UNIVERSIDADE ESTÁCIO DE SÁ;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 5.0; 2015: 0; ING=0.0; DESV=13.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;163;69381;UNIVERSIDADE ESTÁCIO DE SÁ;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=2.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;163;80439;UNIVERSIDADE ESTÁCIO DE SÁ;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=0.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1647;71935;FACULDADE DE ENSINO E CULTURA DO CEARÁ;SISTEMA DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 16.0; 2015: 0; ING=1.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1656;71925;INSTITUTO DE ENSINO SUPERIOR DE TERESINA;SISTEMA DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1790;72607;FACULDADE DO SUL DA BAHIA;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=0.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;1853;109276;FACULDADE DE TECNOLOGIA IBTA;CIÊNCIA DA COMPUTAÇÃO;;;matriculas_caem_a_zero;"2014: 10.0; 2015: 0; ING=6.0; DESV=7.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;2085;114682;INSTITUTO BAIANO DE ENSINO SUPERIOR;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 11.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;221;1140830;UNIVERSIDADE CRUZEIRO DO SUL;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 26.0; 2015: 0; ING=0.0; DESV=21.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;221;81116;UNIVERSIDADE CRUZEIRO DO SUL;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2014: 2.0; 2015: 0; ING=0.0; DESV=6.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;2242;99202;FACULDADE DO RECIFE;CIÊNCIA DA COMPUTAÇÃO;;;matriculas_caem_a_zero;"2014: 33.0; 2015: 0; ING=0.0; DESV=2.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;254;1185893;CENTRO UNIVERSITÁRIO CAPITAL;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 18.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;254;44001;CENTRO UNIVERSITÁRIO CAPITAL;SISTEMA DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 11.0; 2015: 0; ING=0.0; DESV=3.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;2835;1137926;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;2835;91513;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;SISTEMAS DE BANCO DE DADOS;;;matriculas_caem_a_zero;"2014: 3.0; 2015: 0; ING=0.0; DESV=3.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;316;1170361;UNIVERSIDADE NOVE DE JULHO;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 17.0; 2015: 0; ING=0.0; DESV=2.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;316;1170376;UNIVERSIDADE NOVE DE JULHO;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2014: 9.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;316;1205347;UNIVERSIDADE NOVE DE JULHO;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 31.0; 2015: 0; ING=0.0; DESV=10.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;316;1205374;UNIVERSIDADE NOVE DE JULHO;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2014: 35.0; 2015: 0; ING=0.0; DESV=6.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;322;123586;UNIVERSIDADE PAULISTA;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2014: 2.0; 2015: 0; ING=4.0; DESV=4.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;322;60480;UNIVERSIDADE PAULISTA;ENGENHARIA DE COMPUTAÇÃO;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;322;65701;UNIVERSIDADE PAULISTA;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2014: 9.0; 2015: 0; ING=6.0; DESV=7.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;33;2353;FACULDADE DE TECNOLOGIA DE SOROCABA;PROCESSAMENTO DE DADOS;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;3332;110538;FACULDADE DE TECNOLOGIA SENAC RIO;SISTEMAS PARA INTERNET;;;matriculas_caem_a_zero;"2014: 21.0; 2015: 0; ING=0.0; DESV=0.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;3337;1136692;FACULDADE DE TECNOLOGIA DE TERESINA;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 11.0; 2015: 0; ING=0.0; DESV=11.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;3430;5001007;Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 6.0; 2015: 0; ING=0.0; DESV=27.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;374;123122;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 10.0; 2015: 0; ING=0.0; DESV=0.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;386;101682;CENTRO UNIVERSITÁRIO DE GOIÁS;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 43.0; 2015: 0; ING=0.0; DESV=5.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;386;82863;CENTRO UNIVERSITÁRIO DE GOIÁS;DESENVOLVIMENTO DE SOFTWARE PARA INTERNET;;;matriculas_caem_a_zero;"2014: 28.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;3998;1135269;INSTITUTO INFNET RIO DE JANEIRO;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 7.0; 2015: 0; ING=2.0; DESV=7.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;4036;79403;FACULDADE DE TECNOLOGIA DE CATALÃO;SISTEMAS PARA INTERNET;;;matriculas_caem_a_zero;"2014: 27.0; 2015: 0; ING=0.0; DESV=7.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;4104;90857;ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 3.0; 2015: 0; ING=0.0; DESV=3.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;416;74538;FACULDADE DE SÃO PAULO;DESENVOLVIMENTO PARA WEB E COMÉRCIO ELETRÔNICO;;;matriculas_caem_a_zero;"2014: 6.0; 2015: 0; ING=2.0; DESV=7.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;456;106954;CENTRO UNIVERSITÁRIO SANT'ANNA;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 77.0; 2015: 0; ING=0.0; DESV=17.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;456;21712;CENTRO UNIVERSITÁRIO SANT'ANNA;CIÊNCIA DA COMPUTAÇÃO;;;matriculas_caem_a_zero;"2014: 13.0; 2015: 0; ING=0.0; DESV=8.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;456;79890;CENTRO UNIVERSITÁRIO SANT'ANNA;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2014: 34.0; 2015: 0; ING=0.0; DESV=16.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;457;1112723;UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP;REDES DE COMPUTADORES;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=17.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;457;1146697;UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 2.0; 2015: 0; ING=0.0; DESV=3.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;494;10082;UNIVERSIDADE DO SUL DE SANTA CATARINA;CIÊNCIA DA COMPUTAÇÃO;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;5369;67139;FACULDADES INTEGRADAS ASMEC;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 4.0; 2015: 0; ING=1.0; DESV=2.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;5520;72229;FACULDADE CATHEDRAL;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 67.0; 2015: 0; ING=0.0; DESV=47.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;588;45668;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;INFORMÁTICA;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;682;57042;FACULDADE DO NOROESTE DE MINAS;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
2015;715;75378;FAE CENTRO UNIVERSITÁRIO;SISTEMAS DE INFORMAÇÃO;;;matriculas_caem_a_zero;"2014: 1.0; 2015: 0; ING=0.0; DESV=1.0";"encerramento, interrupcao ou declaracao; inclui ultimo ano da serie";"suspeita; sem erro de declaracao confirmado"
