NU_ANO_CENSO;CO_IES;NO_IES;N_CURSOS;N_CURSOS_ALERTA;N_CURSOS_ATENCAO;N_CURSOS_INFORMACAO;N_CURSOS_SEM_OBSERVACOES;PCT_CURSOS_COM_ALERTA;PRINCIPAIS_OBSERVACOES;TEXTO_ENTENDA
2009;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;3;0;0;0;3;0.0;;Em 2009, UNIVERSIDADE FEDERAL DE MATO GROSSO tem 3 cursos de Computação na base. Nenhum tem observações.
2009;10;PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA;5;0;0;0;5;0.0;;Em 2009, PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA tem 5 cursos de Computação na base. Nenhum tem observações.
2009;1019;FACULDADE DE CIENCIAS E TECNOLOGIA DE UNAI  FACTU;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE CIENCIAS E TECNOLOGIA DE UNAI  FACTU tem 1 curso de Computação na base. Nenhum tem observações.
2009;1027;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;1;0;0;0;1;0.0;;Em 2009, UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1028;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;2;0;0;0;2;0.0;;Em 2009, UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1032;CENTRO UNIVERSITARIO SALESIANO DE SAO PAULO;5;2;0;0;3;40.0;Zero inscritos informados (2 cursos);Em 2009, CENTRO UNIVERSITARIO SALESIANO DE SAO PAULO tem 5 cursos de Computação na base. 2 ficam de fora de algum gráfico. Principais observações: Zero inscritos informados (2 cursos).
2009;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;1;0;0;0;1;0.0;;Em 2009, UNIVERSIDADE DO ESTADO DE MINAS GERAIS tem 1 curso de Computação na base. Nenhum tem observações.
2009;1038;FACULDADES INTEGRADAS DE TRES LAGOAS;1;0;0;0;1;0.0;;Em 2009, FACULDADES INTEGRADAS DE TRES LAGOAS tem 1 curso de Computação na base. Nenhum tem observações.
2009;1041;CENTRO UNIVERSITARIO UNIVATES;2;0;0;0;2;0.0;;Em 2009, CENTRO UNIVERSITARIO UNIVATES tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1042;UNIVERSIDADE POSITIVO;4;0;0;0;4;0.0;;Em 2009, UNIVERSIDADE POSITIVO tem 4 cursos de Computação na base. Nenhum tem observações.
2009;1043;CENTRO UNIVERSITARIO HERMINIO OMETTO DE ARARAS;3;0;0;0;3;0.0;;Em 2009, CENTRO UNIVERSITARIO HERMINIO OMETTO DE ARARAS tem 3 cursos de Computação na base. Nenhum tem observações.
2009;1045;CENTRO UNIVERSITARIO ANHANGUERA;1;0;0;0;1;0.0;;Em 2009, CENTRO UNIVERSITARIO ANHANGUERA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1046;UNIAO DAS FACULDADES DOS GRANDES LAGOS  UNILAGO;1;0;1;0;0;0.0;Inscritos iguais às vagas ou aos ingressantes (1 curso);Em 2009, UNIAO DAS FACULDADES DOS GRANDES LAGOS  UNILAGO tem 1 curso de Computação na base. 1 aparece com aviso. Principais observações: Inscritos iguais às vagas ou aos ingressantes (1 curso).
2009;1049;INSTITUTO DE ENSINO SUPERIOR FUCAPI;3;0;0;0;3;0.0;;Em 2009, INSTITUTO DE ENSINO SUPERIOR FUCAPI tem 3 cursos de Computação na base. Nenhum tem observações.
2009;1053;FACULDADE DE TECNOLOGIA E CIENCIAS DE FEIRA DE SANTANA;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE TECNOLOGIA E CIENCIAS DE FEIRA DE SANTANA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1058;CENTRO UNIVERSITARIO DA BAHIA;3;0;1;0;2;0.0;Inscritos iguais às vagas ou aos ingressantes (1 curso);Em 2009, CENTRO UNIVERSITARIO DA BAHIA tem 3 cursos de Computação na base. 1 aparece com aviso. Principais observações: Inscritos iguais às vagas ou aos ingressantes (1 curso).
2009;1059;FACULDADE LOURENCO FILHO;2;0;0;0;2;0.0;;Em 2009, FACULDADE LOURENCO FILHO tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1060;INSTITUTO DE EDUCACAO SUPERIOR DE BRASILIA  IESB;2;0;0;0;2;0.0;;Em 2009, INSTITUTO DE EDUCACAO SUPERIOR DE BRASILIA  IESB tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1066;INSTITUTO DE ENSINO E PESQUISA OBJETIVO;2;0;0;2;0;0.0;Código do curso aparece em outra instituição (2 cursos);Em 2009, INSTITUTO DE ENSINO E PESQUISA OBJETIVO tem 2 cursos de Computação na base. 2 têm só nota informativa. Principais observações: Código do curso aparece em outra instituição (2 cursos).
2009;107;UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI;1;0;0;0;1;0.0;;Em 2009, UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI tem 1 curso de Computação na base. Nenhum tem observações.
2009;1070;INSTITUTO DE ENSINO SUPERIOR CENECISTA;1;0;0;0;1;0.0;;Em 2009, INSTITUTO DE ENSINO SUPERIOR CENECISTA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1075;INSTITUTO DE EDUCACAO SUPERIOR DA PARAIBA;1;0;0;0;1;0.0;;Em 2009, INSTITUTO DE EDUCACAO SUPERIOR DA PARAIBA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1077;FACULDADE INTEGRADA DO RECIFE;1;0;0;0;1;0.0;;Em 2009, FACULDADE INTEGRADA DO RECIFE tem 1 curso de Computação na base. Nenhum tem observações.
2009;1078;FACULDADE INTEGRADO DE CAMPO MOURAO;1;0;0;0;1;0.0;;Em 2009, FACULDADE INTEGRADO DE CAMPO MOURAO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1082;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;3;1;0;0;2;33.3;Zero inscritos informados (1 curso);Em 2009, INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE tem 3 cursos de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero inscritos informados (1 curso).
2009;1085;FACULDADE METODISTA DE SANTA MARIA;1;0;0;0;1;0.0;;Em 2009, FACULDADE METODISTA DE SANTA MARIA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1092;FACULDADES INTEGRADAS DE BAURU;1;0;0;0;1;0.0;;Em 2009, FACULDADES INTEGRADAS DE BAURU tem 1 curso de Computação na base. Nenhum tem observações.
2009;1093;FACULDADE DE CIENCIAS JURIDICAS E GERENCIAIS DE GARCA;1;0;0;1;0;0.0;Código do curso aparece em outra instituição (1 curso);Em 2009, FACULDADE DE CIENCIAS JURIDICAS E GERENCIAIS DE GARCA tem 1 curso de Computação na base. 1 tem só nota informativa. Principais observações: Código do curso aparece em outra instituição (1 curso).
2009;1096;FACULDADE DE PRESIDENTE EPITACIO  FAPE;1;1;0;0;0;100.0;Zero inscritos informados (1 curso);Em 2009, FACULDADE DE PRESIDENTE EPITACIO  FAPE tem 1 curso de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero inscritos informados (1 curso).
2009;11;UNIVERSIDADE CATOLICA DE PERNAMBUCO;2;1;0;0;1;50.0;Zero inscritos informados (1 curso);Em 2009, UNIVERSIDADE CATOLICA DE PERNAMBUCO tem 2 cursos de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero inscritos informados (1 curso).
2009;1100;FACULDADE CARLOS DRUMMOND DE ANDRADE;2;0;0;0;2;0.0;;Em 2009, FACULDADE CARLOS DRUMMOND DE ANDRADE tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1107;FACULDADE INTEGRADA DO CEARA;4;0;0;0;4;0.0;;Em 2009, FACULDADE INTEGRADA DO CEARA tem 4 cursos de Computação na base. Nenhum tem observações.
2009;1113;CENTRO UNIVERSITARIO EUROAMERICANO;6;0;0;0;6;0.0;;Em 2009, CENTRO UNIVERSITARIO EUROAMERICANO tem 6 cursos de Computação na base. Nenhum tem observações.
2009;1118;UNIAO DAS ESCOLAS DO GRUPO FAIMI DE EDUCACAO;1;0;0;0;1;0.0;;Em 2009, UNIAO DAS ESCOLAS DO GRUPO FAIMI DE EDUCACAO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1120;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA FLUMINENSE;2;0;0;0;2;0.0;;Em 2009, INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA FLUMINENSE tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1126;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;1;0;0;0;1;0.0;;Em 2009, UNIVERSIDADE ESTADUAL DO CENTRO OESTE tem 1 curso de Computação na base. Nenhum tem observações.
2009;1128;UNIVERSIDADE DE ITAUNA;1;0;0;0;1;0.0;;Em 2009, UNIVERSIDADE DE ITAUNA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1129;CENTRO UNIVERSITARIO DO NORTE PAULISTA;4;0;1;0;3;0.0;Inscritos iguais às vagas ou aos ingressantes (1 curso);Em 2009, CENTRO UNIVERSITARIO DO NORTE PAULISTA tem 4 cursos de Computação na base. 1 aparece com aviso. Principais observações: Inscritos iguais às vagas ou aos ingressantes (1 curso).
2009;1141;FACULDADE GAMA E SOUZA;2;0;0;0;2;0.0;;Em 2009, FACULDADE GAMA E SOUZA tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1149;CENTRO UNIVERSITARIO NOSSA SENHORA DO PATROCINIO;5;0;0;0;5;0.0;;Em 2009, CENTRO UNIVERSITARIO NOSSA SENHORA DO PATROCINIO tem 5 cursos de Computação na base. Nenhum tem observações.
2009;1151;FACULDADE DE ADMINISTRACAO E NEGOCIOS DE SERGIPE;4;2;0;0;2;50.0;"Zero inscritos informados (2 cursos); Zero matrículas, mas com ingressantes (2 cursos)";"Em 2009, FACULDADE DE ADMINISTRACAO E NEGOCIOS DE SERGIPE tem 4 cursos de Computação na base. 2 ficam de fora de algum gráfico. Principais observações: Zero inscritos informados (2 cursos); Zero matrículas, mas com ingressantes (2 cursos)."
2009;1153;UNIVERSIDADE CANDIDO MENDES;3;0;0;0;3;0.0;;Em 2009, UNIVERSIDADE CANDIDO MENDES tem 3 cursos de Computação na base. Nenhum tem observações.
2009;1158;FACULDADE RUY BARBOSA DE CIENCIA DA COMPUTACAO;1;0;0;1;0;0.0;Código do curso aparece em outra instituição (1 curso);Em 2009, FACULDADE RUY BARBOSA DE CIENCIA DA COMPUTACAO tem 1 curso de Computação na base. 1 tem só nota informativa. Principais observações: Código do curso aparece em outra instituição (1 curso).
2009;1160;FACULDADE CAMBURY;1;0;0;0;1;0.0;;Em 2009, FACULDADE CAMBURY tem 1 curso de Computação na base. Nenhum tem observações.
2009;1166;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA PARAIBA;3;0;0;0;3;0.0;;Em 2009, INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA PARAIBA tem 3 cursos de Computação na base. Nenhum tem observações.
2009;1172;FACULDADE AD;2;0;0;0;2;0.0;;Em 2009, FACULDADE AD tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1181;FACULDADE BRASILIA DE SAO PAULO;1;1;0;0;0;100.0;Zero inscritos informados (1 curso);Em 2009, FACULDADE BRASILIA DE SAO PAULO tem 1 curso de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero inscritos informados (1 curso).
2009;1185;CENTRO UNIVERSITARIO JORGE AMADO;3;0;0;0;3;0.0;;Em 2009, CENTRO UNIVERSITARIO JORGE AMADO tem 3 cursos de Computação na base. Nenhum tem observações.
2009;1187;CENTRO UNIVERSITARIO MODULO;1;0;0;0;1;0.0;;Em 2009, CENTRO UNIVERSITARIO MODULO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1189;UNIVERSIDADE DO PLANALTO CATARINENSE;1;0;0;0;1;0.0;;Em 2009, UNIVERSIDADE DO PLANALTO CATARINENSE tem 1 curso de Computação na base. Nenhum tem observações.
2009;1196;CENTRO UNIVERSITARIO DE MARINGA  CEUMAR;4;0;0;0;4;0.0;;Em 2009, CENTRO UNIVERSITARIO DE MARINGA  CEUMAR tem 4 cursos de Computação na base. Nenhum tem observações.
2009;12;FUNDACAO UNIVERSIDADE FEDERAL DO RIO GRANDE;3;0;0;1;2;0.0;Código do curso aparece em outra instituição (1 curso);Em 2009, FUNDACAO UNIVERSIDADE FEDERAL DO RIO GRANDE tem 3 cursos de Computação na base. 1 tem só nota informativa. Principais observações: Código do curso aparece em outra instituição (1 curso).
2009;1208;FACULDADE DE NATAL;2;1;0;0;1;50.0;"Zero inscritos informados (1 curso); Curso com pouquíssima atividade na série (1 curso)";"Em 2009, FACULDADE DE NATAL tem 2 cursos de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero inscritos informados (1 curso); Curso com pouquíssima atividade na série (1 curso)."
2009;1224;CENTRO UNIVERSITARIO DE JALES;1;0;0;0;1;0.0;;Em 2009, CENTRO UNIVERSITARIO DE JALES tem 1 curso de Computação na base. Nenhum tem observações.
2009;1225;CENTRO UNIVERSITARIO AMPARENSE;1;0;0;0;1;0.0;;Em 2009, CENTRO UNIVERSITARIO AMPARENSE tem 1 curso de Computação na base. Nenhum tem observações.
2009;1228;FACULDADE DE TECNOLOGIA EMPRESARIAL;1;0;0;1;0;0.0;Código do curso aparece em outra instituição (1 curso);Em 2009, FACULDADE DE TECNOLOGIA EMPRESARIAL tem 1 curso de Computação na base. 1 tem só nota informativa. Principais observações: Código do curso aparece em outra instituição (1 curso).
2009;1230;CENTRO REGIONAL UNIVERSITARIO DE ESPIRITO SANTO DO PINHAL;2;0;0;0;2;0.0;;Em 2009, CENTRO REGIONAL UNIVERSITARIO DE ESPIRITO SANTO DO PINHAL tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1232;CENTRO UNIVERSITARIO CAMPOS DE ANDRADE;2;0;0;0;2;0.0;;Em 2009, CENTRO UNIVERSITARIO CAMPOS DE ANDRADE tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1233;CENTRO UNIVERSITARIO CANDIDO RONDON;2;0;0;0;2;0.0;;Em 2009, CENTRO UNIVERSITARIO CANDIDO RONDON tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1237;FACULDADE NOSSA SENHORA APARECIDA;1;0;0;0;1;0.0;;Em 2009, FACULDADE NOSSA SENHORA APARECIDA tem 1 curso de Computação na base. Nenhum tem observações.
2009;124;CENTRO UNIVERSITARIO DE ARARAQUARA;2;0;0;0;2;0.0;;Em 2009, CENTRO UNIVERSITARIO DE ARARAQUARA tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1243;FACULDADE DE ADMINISTRACAO DA SERRA;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE ADMINISTRACAO DA SERRA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1253;FACULDADE METODISTA GRANBERY;1;0;0;0;1;0.0;;Em 2009, FACULDADE METODISTA GRANBERY tem 1 curso de Computação na base. Nenhum tem observações.
2009;1255;FACULDADE BOA VIAGEM;1;0;0;0;1;0.0;;Em 2009, FACULDADE BOA VIAGEM tem 1 curso de Computação na base. Nenhum tem observações.
2009;1256;FACULDADE DOM BOSCO;1;0;0;0;1;0.0;;Em 2009, FACULDADE DOM BOSCO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1258;FACULDADE DE CIENCIAS APLICADAS DE CASCAVEL;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE CIENCIAS APLICADAS DE CASCAVEL tem 1 curso de Computação na base. Nenhum tem observações.
2009;126;INSTITUTO NACIONAL DE TELECOMUNICACOES;1;0;0;0;1;0.0;;Em 2009, INSTITUTO NACIONAL DE TELECOMUNICACOES tem 1 curso de Computação na base. Nenhum tem observações.
2009;1264;FACULDADE NATALENSE PARA O DESENVOLVIMENTO DO RIO GRANDE DO NORTE;1;0;0;0;1;0.0;;Em 2009, FACULDADE NATALENSE PARA O DESENVOLVIMENTO DO RIO GRANDE DO NORTE tem 1 curso de Computação na base. Nenhum tem observações.
2009;1267;INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANOPOLIS;1;0;0;0;1;0.0;;Em 2009, INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANOPOLIS tem 1 curso de Computação na base. Nenhum tem observações.
2009;1270;INSTITUTO DE ENSINO SUPERIOR COC;2;0;0;0;2;0.0;;Em 2009, INSTITUTO DE ENSINO SUPERIOR COC tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1273;FACULDADE CAMPO LIMPO PAULISTA;3;0;0;0;3;0.0;;Em 2009, FACULDADE CAMPO LIMPO PAULISTA tem 3 cursos de Computação na base. Nenhum tem observações.
2009;1275;FACULDADE DO GUARUJA;1;0;0;0;1;0.0;;Em 2009, FACULDADE DO GUARUJA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1280;INSTITUTO DE ENSINO SUPERIOR DE COTIA;1;0;0;0;1;0.0;;Em 2009, INSTITUTO DE ENSINO SUPERIOR DE COTIA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1281;FACULDADE DE CIENCIAS SOCIAIS E AGRARIAS DE ITAPEVA;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE CIENCIAS SOCIAIS E AGRARIAS DE ITAPEVA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1283;INSTITUTO MANCHESTER PAULISTA DE ENSINO SUPERIOR;1;0;0;0;1;0.0;;Em 2009, INSTITUTO MANCHESTER PAULISTA DE ENSINO SUPERIOR tem 1 curso de Computação na base. Nenhum tem observações.
2009;1292;FACULDADES ADAMANTINENSES INTEGRADAS;2;0;0;0;2;0.0;;Em 2009, FACULDADES ADAMANTINENSES INTEGRADAS tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1298;FACULDADE DE ALAGOAS;2;0;0;0;2;0.0;;Em 2009, FACULDADE DE ALAGOAS tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1299;FACULDADES INTEGRADAS DE FERNANDOPOLIS;1;0;0;0;1;0.0;;Em 2009, FACULDADES INTEGRADAS DE FERNANDOPOLIS tem 1 curso de Computação na base. Nenhum tem observações.
2009;13;UNIVERSIDADE DE CAXIAS DO SUL;8;2;0;0;6;25.0;"Zero inscritos informados (2 cursos); Curso com pouquíssima atividade na série (1 curso)";"Em 2009, UNIVERSIDADE DE CAXIAS DO SUL tem 8 cursos de Computação na base. 2 ficam de fora de algum gráfico. Principais observações: Zero inscritos informados (2 cursos); Curso com pouquíssima atividade na série (1 curso)."
2009;1303;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA GOIANO;3;0;0;0;3;0.0;;Em 2009, INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA GOIANO tem 3 cursos de Computação na base. Nenhum tem observações.
2009;1305;FACULDADE DE CIENCIAS JURIDICAS GERENCIAIS E EDUCACAO DE SINOP;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE CIENCIAS JURIDICAS GERENCIAIS E EDUCACAO DE SINOP tem 1 curso de Computação na base. Nenhum tem observações.
2009;1308;FACULDADE NOVO MILENIO;1;0;0;0;1;0.0;;Em 2009, FACULDADE NOVO MILENIO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1309;FACULDADE JESUS MARIA JOSE;2;0;0;0;2;0.0;;Em 2009, FACULDADE JESUS MARIA JOSE tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1310;FACULDADE DE AMERICANA;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE AMERICANA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1312;FACULDADES INTEGRADAS DE RONDONOPOLIS;1;0;0;0;1;0.0;;Em 2009, FACULDADES INTEGRADAS DE RONDONOPOLIS tem 1 curso de Computação na base. Nenhum tem observações.
2009;1313;FACULDADE UNIDADE DE SUZANO;1;0;0;0;1;0.0;;Em 2009, FACULDADE UNIDADE DE SUZANO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1324;FACULDADE DE INFORMATICA LEMOS DE CASTRO;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE INFORMATICA LEMOS DE CASTRO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1325;FACULDADE DE APUCARANA;1;0;1;0;0;0.0;Inscritos iguais às vagas ou aos ingressantes (1 curso);Em 2009, FACULDADE DE APUCARANA tem 1 curso de Computação na base. 1 aparece com aviso. Principais observações: Inscritos iguais às vagas ou aos ingressantes (1 curso).
2009;1330;FACULDADE COTEMIG;1;0;0;0;1;0.0;;Em 2009, FACULDADE COTEMIG tem 1 curso de Computação na base. Nenhum tem observações.
2009;1334;FACULDADE DE CIENCIAS SOCIAIS APLICADAS  FACISA;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE CIENCIAS SOCIAIS APLICADAS  FACISA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1335;INSTITUTO DE ENSINO SUPERIOR THATHI;1;0;1;0;0;0.0;Inscritos iguais às vagas ou aos ingressantes (1 curso);Em 2009, INSTITUTO DE ENSINO SUPERIOR THATHI tem 1 curso de Computação na base. 1 aparece com aviso. Principais observações: Inscritos iguais às vagas ou aos ingressantes (1 curso).
2009;1337;FACULDADE MATER DEI;2;0;0;0;2;0.0;;Em 2009, FACULDADE MATER DEI tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1345;FACULDADE ANHANGUERA DE OSASCO;2;0;0;0;2;0.0;;Em 2009, FACULDADE ANHANGUERA DE OSASCO tem 2 cursos de Computação na base. Nenhum tem observações.
2009;135;CENTRO UNIVERSITARIO CLARETIANO;3;0;0;0;3;0.0;;Em 2009, CENTRO UNIVERSITARIO CLARETIANO tem 3 cursos de Computação na base. Nenhum tem observações.
2009;1351;INSTITUTO SUPERIOR TUPY  IST;4;1;0;0;3;25.0;Zero inscritos informados (1 curso);Em 2009, INSTITUTO SUPERIOR TUPY  IST tem 4 cursos de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero inscritos informados (1 curso).
2009;1355;FACULDADES INTEGRADAS DE JAHU;1;0;0;0;1;0.0;;Em 2009, FACULDADES INTEGRADAS DE JAHU tem 1 curso de Computação na base. Nenhum tem observações.
2009;1356;FACULDADES INTEGRADAS DE SANTA FE DO SUL;1;0;0;0;1;0.0;;Em 2009, FACULDADES INTEGRADAS DE SANTA FE DO SUL tem 1 curso de Computação na base. Nenhum tem observações.
2009;1362;FACULDADE UBAENSE OZANAM COELHO;1;0;0;0;1;0.0;;Em 2009, FACULDADE UBAENSE OZANAM COELHO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1364;FACULDADE DE TECNOLOGIA E CIENCIAS DE VITORIA DA CONQUISTA;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE TECNOLOGIA E CIENCIAS DE VITORIA DA CONQUISTA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1365;CENTRO UNIVERSITARIO ADVENTISTA DE SAO PAULO;4;0;1;0;3;0.0;Inscritos iguais às vagas ou aos ingressantes (1 curso);Em 2009, CENTRO UNIVERSITARIO ADVENTISTA DE SAO PAULO tem 4 cursos de Computação na base. 1 aparece com aviso. Principais observações: Inscritos iguais às vagas ou aos ingressantes (1 curso).
2009;1366;FACULDADE BARDDAL;1;0;0;0;1;0.0;;Em 2009, FACULDADE BARDDAL tem 1 curso de Computação na base. Nenhum tem observações.
2009;137;UNIVERSIDADE DO SAGRADO CORACAO;3;2;0;0;1;66.7;Zero inscritos informados (2 cursos);Em 2009, UNIVERSIDADE DO SAGRADO CORACAO tem 3 cursos de Computação na base. 2 ficam de fora de algum gráfico. Principais observações: Zero inscritos informados (2 cursos).
2009;1375;FACULDADE CATOLICA RAINHA DA PAZ DE ARAPUTANGA;1;0;0;0;1;0.0;;Em 2009, FACULDADE CATOLICA RAINHA DA PAZ DE ARAPUTANGA tem 1 curso de Computação na base. Nenhum tem observações.
2009;138;CENTRO UNIVERSITARIO BARAO DE MAUA;2;0;0;0;2;0.0;;Em 2009, CENTRO UNIVERSITARIO BARAO DE MAUA tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1385;FACULDADES INTEGRADAS IPEP;4;1;0;0;3;25.0;Zero inscritos informados (1 curso);Em 2009, FACULDADES INTEGRADAS IPEP tem 4 cursos de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero inscritos informados (1 curso).
2009;1388;FACULDADE SUMARE;5;0;0;0;5;0.0;;Em 2009, FACULDADE SUMARE tem 5 cursos de Computação na base. Nenhum tem observações.
2009;1395;FACULDADE DE CALDAS NOVAS;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE CALDAS NOVAS tem 1 curso de Computação na base. Nenhum tem observações.
2009;1396;FACULDADE DINAMICA DAS CATARATAS;1;0;0;0;1;0.0;;Em 2009, FACULDADE DINAMICA DAS CATARATAS tem 1 curso de Computação na base. Nenhum tem observações.
2009;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;6;0;0;0;6;0.0;;Em 2009, UNIVERSIDADE DO VALE DO RIO DOS SINOS tem 6 cursos de Computação na base. Nenhum tem observações.
2009;140;UNIVERSIDADE SEVERINO SOMBRA;1;0;0;0;1;0.0;;Em 2009, UNIVERSIDADE SEVERINO SOMBRA tem 1 curso de Computação na base. Nenhum tem observações.
2009;1400;FACULDADE METROPOLITANA DE CURITIBA;2;0;0;0;2;0.0;;Em 2009, FACULDADE METROPOLITANA DE CURITIBA tem 2 cursos de Computação na base. Nenhum tem observações.
2009;1403;FACULDADE DE PIMENTA BUENO;1;0;0;0;1;0.0;;Em 2009, FACULDADE DE PIMENTA BUENO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1406;FACULDADE DE ENGENHARIA E TECNOLOGIA DO INSTITUTO MAIRIPORA DE ENSINO SUPERIOR;1;1;0;0;0;100.0;Zero inscritos informados (1 curso);Em 2009, FACULDADE DE ENGENHARIA E TECNOLOGIA DO INSTITUTO MAIRIPORA DE ENSINO SUPERIOR tem 1 curso de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero inscritos informados (1 curso).
2009;1409;FACULDADE DO CENTRO LESTE;1;0;0;0;1;0.0;;Em 2009, FACULDADE DO CENTRO LESTE tem 1 curso de Computação na base. Nenhum tem observações.
2009;1410;AREA  FACULDADE DE CIENCIA E TECNOLOGIA;1;0;0;1;0;0.0;Código do curso aparece em outra instituição (1 curso);Em 2009, AREA  FACULDADE DE CIENCIA E TECNOLOGIA tem 1 curso de Computação na base. 1 tem só nota informativa. Principais observações: Código do curso aparece em outra instituição (1 curso).
2009;1412;FACULDADE ANHAGUERA DE JUNDIAI;4;0;0;0;4;0.0;;Em 2009, FACULDADE ANHAGUERA DE JUNDIAI tem 4 cursos de Computação na base. Nenhum tem observações.
2009;1417;FACULDADE CENECISTA DE CAMPO LARGO;1;0;0;0;1;0.0;;Em 2009, FACULDADE CENECISTA DE CAMPO LARGO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1418;CENTRO UNIVERSITARIO TOLEDO;1;0;0;0;1;0.0;;Em 2009, CENTRO UNIVERSITARIO TOLEDO tem 1 curso de Computação na base. Nenhum tem observações.
2009;1419;CENTRO UNIVERSITARIO CURITIBA;1;1;0;0;0;100.0;Zero matrículas, mas com ingressantes (1 curso);Em 2009, CENTRO UNIVERSITARIO CURITIBA tem 1 curso de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero matrículas, mas com ingressantes (1 curso).
