NU_ANO_CENSO;CO_IES;NO_IES;N_CURSOS;N_CURSOS_ALERTA;N_CURSOS_ATENCAO;N_CURSOS_INFORMACAO;N_CURSOS_SEM_OBSERVACOES;PCT_CURSOS_COM_ALERTA;PRINCIPAIS_OBSERVACOES;TEXTO_ENTENDA
2017;692;FACULDADE DE CIÊNCIAS APLICADAS E SOCIAIS DE PETROLINA;1;0;0;0;1;0.0;;Em 2017, FACULDADE DE CIÊNCIAS APLICADAS E SOCIAIS DE PETROLINA tem 1 curso de Computação na base. Nenhum tem observações.
2017;693;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;1;0;0;0;1;0.0;;Em 2017, UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO tem 1 curso de Computação na base. Nenhum tem observações.
2017;694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;11;0;0;2;9;0.0;Curso de 2017 identificado por aproximação (2 cursos);Em 2017, UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL tem 11 cursos de Computação na base. 2 têm só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (2 cursos).
2017;699;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;1;0;0;0;1;0.0;;Em 2017, FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA tem 1 curso de Computação na base. Nenhum tem observações.
2017;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;4;0;0;2;2;0.0;"Curso de 2017 identificado por aproximação (1 curso); Sem detalhe por município no Censo (1 curso)";"Em 2017, UNIVERSIDADE FEDERAL DE SÃO CARLOS tem 4 cursos de Computação na base. 2 têm só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso); Sem detalhe por município no Censo (1 curso)."
2017;705;FACULDADE SÃO JOSÉ;1;0;0;0;1;0.0;;Em 2017, FACULDADE SÃO JOSÉ tem 1 curso de Computação na base. Nenhum tem observações.
2017;707;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA;1;0;0;1;0;0.0;Curso de 2017 identificado por aproximação (1 curso);Em 2017, CENTRO UNIVERSITÁRIO CENTRAL PAULISTA tem 1 curso de Computação na base. 1 tem só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso).
2017;71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;4;0;0;0;4;0.0;;Em 2017, UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE tem 4 cursos de Computação na base. Nenhum tem observações.
2017;712;CENTRO UNIVERSITÁRIO IBMR;1;0;0;0;1;0.0;;Em 2017, CENTRO UNIVERSITÁRIO IBMR tem 1 curso de Computação na base. Nenhum tem observações.
2017;715;FAE CENTRO UNIVERSITÁRIO;1;0;0;0;1;0.0;;Em 2017, FAE CENTRO UNIVERSITÁRIO tem 1 curso de Computação na base. Nenhum tem observações.
2017;717;FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE;1;0;0;1;0;0.0;Classificação do curso mudou ao longo dos anos (1 curso);Em 2017, FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE tem 1 curso de Computação na base. 1 tem só nota informativa. Principais observações: Classificação do curso mudou ao longo dos anos (1 curso).
2017;718;UNIVERSIDADE POTIGUAR;6;0;0;2;4;0.0;"Curso de 2017 identificado por aproximação (1 curso); Sem detalhe por município no Censo (1 curso)";"Em 2017, UNIVERSIDADE POTIGUAR tem 6 cursos de Computação na base. 2 têm só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso); Sem detalhe por município no Censo (1 curso)."
2017;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;4;0;0;0;4;0.0;;Em 2017, UNIVERSIDADE DO ESTADO DE MATO GROSSO tem 4 cursos de Computação na base. Nenhum tem observações.
2017;730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;2;0;0;2;0;0.0;Curso de 2017 identificado por aproximação (2 cursos);Em 2017, UNIVERSIDADE ESTADUAL DE PONTA GROSSA tem 2 cursos de Computação na base. 2 têm só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (2 cursos).
2017;736;FACULDADE PITÁGORAS DE LINHARES;1;0;0;0;1;0.0;;Em 2017, FACULDADE PITÁGORAS DE LINHARES tem 1 curso de Computação na base. Nenhum tem observações.
2017;739;CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO;2;0;0;0;2;0.0;;Em 2017, CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO tem 2 cursos de Computação na base. Nenhum tem observações.
2017;750;CENTRO UNIVERSITÁRIO UNIRG;2;0;0;0;2;0.0;;Em 2017, CENTRO UNIVERSITÁRIO UNIRG tem 2 cursos de Computação na base. Nenhum tem observações.
2017;756;UNIVERSIDADE ESTADUAL DO PIAUÍ;4;0;0;0;4;0.0;;Em 2017, UNIVERSIDADE ESTADUAL DO PIAUÍ tem 4 cursos de Computação na base. Nenhum tem observações.
2017;757;Unama Faculdade da Amazônia de Santarém;1;0;0;0;1;0.0;;Em 2017, Unama Faculdade da Amazônia de Santarém tem 1 curso de Computação na base. Nenhum tem observações.
2017;76;UNIVERSIDADE REGIONAL DE BLUMENAU;2;0;0;0;2;0.0;;Em 2017, UNIVERSIDADE REGIONAL DE BLUMENAU tem 2 cursos de Computação na base. Nenhum tem observações.
2017;761;FACULDADES SPEI;1;0;0;0;1;0.0;;Em 2017, FACULDADES SPEI tem 1 curso de Computação na base. Nenhum tem observações.
2017;763;INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO;1;0;0;0;1;0.0;;Em 2017, INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO tem 1 curso de Computação na base. Nenhum tem observações.
2017;778;FACULDADE DE TECNOLOGIA DE JACAREÍ;2;0;0;0;2;0.0;;Em 2017, FACULDADE DE TECNOLOGIA DE JACAREÍ tem 2 cursos de Computação na base. Nenhum tem observações.
2017;780;UNIVERSIDADE DE CUIABÁ;3;0;0;1;2;0.0;Curso de 2017 identificado por aproximação (1 curso);Em 2017, UNIVERSIDADE DE CUIABÁ tem 3 cursos de Computação na base. 1 tem só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso).
2017;781;FACULDADE ANHANGUERA DE RONDONÓPOLIS;2;0;0;1;1;0.0;Curso de 2017 identificado por aproximação (1 curso);Em 2017, FACULDADE ANHANGUERA DE RONDONÓPOLIS tem 2 cursos de Computação na base. 1 tem só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso).
2017;789;UNIVERSIDADE FEDERAL DE RORAIMA;1;0;0;0;1;0.0;;Em 2017, UNIVERSIDADE FEDERAL DE RORAIMA tem 1 curso de Computação na base. Nenhum tem observações.
2017;79;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA;1;0;0;0;1;0.0;;Em 2017, INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA tem 1 curso de Computação na base. Nenhum tem observações.
2017;792;CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ;3;0;0;1;2;0.0;Curso de 2017 identificado por aproximação (1 curso);Em 2017, CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ tem 3 cursos de Computação na base. 1 tem só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso).
2017;793;Centro Universitário Estácio de São Paulo;4;2;0;0;2;50.0;Matrículas caíram a zero de um ano para o outro (2 cursos);Em 2017, Centro Universitário Estácio de São Paulo tem 4 cursos de Computação na base. 2 ficam de fora de algum gráfico. Principais observações: Matrículas caíram a zero de um ano para o outro (2 cursos).
2017;794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;2;0;0;0;2;0.0;;Em 2017, CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE tem 2 cursos de Computação na base. Nenhum tem observações.
2017;795;FACULDADES INTEGRADAS DE DIAMANTINO;1;0;0;0;1;0.0;;Em 2017, FACULDADES INTEGRADAS DE DIAMANTINO tem 1 curso de Computação na base. Nenhum tem observações.
2017;796;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO;1;0;0;0;1;0.0;;Em 2017, FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO tem 1 curso de Computação na base. Nenhum tem observações.
2017;797;Faculdade AVEC de Vilhena;1;1;0;0;0;100.0;Matrículas caíram a zero de um ano para o outro (1 curso);Em 2017, Faculdade AVEC de Vilhena tem 1 curso de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Matrículas caíram a zero de um ano para o outro (1 curso).
2017;8;UNIVERSIDADE FEDERAL DE VIÇOSA;3;0;0;0;3;0.0;;Em 2017, UNIVERSIDADE FEDERAL DE VIÇOSA tem 3 cursos de Computação na base. Nenhum tem observações.
2017;80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;1;0;0;0;1;0.0;;Em 2017, CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ tem 1 curso de Computação na base. Nenhum tem observações.
2017;802;CENTRO UNIVERSITÁRIO UNICARIOCA;9;0;0;1;8;0.0;Curso de 2017 identificado por aproximação (1 curso);Em 2017, CENTRO UNIVERSITÁRIO UNICARIOCA tem 9 cursos de Computação na base. 1 tem só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso).
2017;803;FACULDADE INTERAÇÃO AMERICANA;1;0;0;0;1;0.0;;Em 2017, FACULDADE INTERAÇÃO AMERICANA tem 1 curso de Computação na base. Nenhum tem observações.
2017;81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;2;0;0;1;1;0.0;Curso de 2017 identificado por aproximação (1 curso);Em 2017, UNIVERSIDADE DA REGIÃO DE JOINVILLE tem 2 cursos de Computação na base. 1 tem só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso).
2017;810;CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE;1;0;0;0;1;0.0;;Em 2017, CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE tem 1 curso de Computação na base. Nenhum tem observações.
2017;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;6;0;0;2;4;0.0;Curso de 2017 identificado por aproximação (2 cursos);Em 2017, UNIVERSIDADE DO OESTE DE SANTA CATARINA tem 6 cursos de Computação na base. 2 têm só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (2 cursos).
2017;823;UNIVERSIDADE DO CEUMA - UNICEUMA;4;0;0;2;2;0.0;Curso de 2017 identificado por aproximação (2 cursos);Em 2017, UNIVERSIDADE DO CEUMA - UNICEUMA tem 4 cursos de Computação na base. 2 têm só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (2 cursos).
2017;825;FACULDADE PRESBITERIANA GAMMON;1;0;0;0;1;0.0;;Em 2017, FACULDADE PRESBITERIANA GAMMON tem 1 curso de Computação na base. Nenhum tem observações.
2017;826;CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE;2;0;0;0;2;0.0;;Em 2017, CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE tem 2 cursos de Computação na base. Nenhum tem observações.
2017;828;FACULDADE DE SÃO LOURENÇO;1;0;0;0;1;0.0;;Em 2017, FACULDADE DE SÃO LOURENÇO tem 1 curso de Computação na base. Nenhum tem observações.
2017;829;UNIVERSIDADE DO TOCANTINS;1;0;0;0;1;0.0;;Em 2017, UNIVERSIDADE DO TOCANTINS tem 1 curso de Computação na base. Nenhum tem observações.
2017;83;UNIVERSIDADE DO VALE DO ITAJAÍ;6;1;0;2;3;16.7;"Matrículas caíram a zero de um ano para o outro (1 curso); Curso de 2017 identificado por aproximação (2 cursos)";"Em 2017, UNIVERSIDADE DO VALE DO ITAJAÍ tem 6 cursos de Computação na base. 1 fica de fora de algum gráfico e 2 têm só nota informativa. Principais observações: Matrículas caíram a zero de um ano para o outro (1 curso); Curso de 2017 identificado por aproximação (2 cursos)."
2017;830;UNIVERSIDADE FEDERAL DO AMAPÁ;1;0;0;0;1;0.0;;Em 2017, UNIVERSIDADE FEDERAL DO AMAPÁ tem 1 curso de Computação na base. Nenhum tem observações.
2017;838;FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA;1;0;0;0;1;0.0;;Em 2017, FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA tem 1 curso de Computação na base. Nenhum tem observações.
2017;843;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI;2;0;0;1;1;0.0;Curso de 2017 identificado por aproximação (1 curso);Em 2017, FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI tem 2 cursos de Computação na base. 1 tem só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso).
2017;847;FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS;1;0;0;0;1;0.0;;Em 2017, FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS tem 1 curso de Computação na base. Nenhum tem observações.
2017;852;FACULDADE DE INFORMÁTICA E ADMINISTRAÇÃO PAULISTA;11;11;0;0;0;100.0;"Instituição repetiu vagas em vários cursos neste ano (11 cursos); Mesmo número de vagas em vários cursos (4 cursos); Curso de 2017 identificado por aproximação (1 curso)";"Em 2017, FACULDADE DE INFORMÁTICA E ADMINISTRAÇÃO PAULISTA tem 11 cursos de Computação na base. 11 ficam de fora de algum gráfico. Principais observações: Instituição repetiu vagas em vários cursos neste ano (11 cursos); Mesmo número de vagas em vários cursos (4 cursos); Curso de 2017 identificado por aproximação (1 curso)."
2017;862;FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE;1;0;0;0;1;0.0;;Em 2017, FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE tem 1 curso de Computação na base. Nenhum tem observações.
2017;87;CENTRO UNIVERSITÁRIO DE BRUSQUE;1;0;0;0;1;0.0;;Em 2017, CENTRO UNIVERSITÁRIO DE BRUSQUE tem 1 curso de Computação na base. Nenhum tem observações.
2017;877;FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU;1;0;0;0;1;0.0;;Em 2017, FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU tem 1 curso de Computação na base. Nenhum tem observações.
2017;878;CENTRO UNIVERSITÁRIO DO LESTE DE MINAS GERAIS;1;0;0;0;1;0.0;;Em 2017, CENTRO UNIVERSITÁRIO DO LESTE DE MINAS GERAIS tem 1 curso de Computação na base. Nenhum tem observações.
2017;881;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS;2;0;0;0;2;0.0;;Em 2017, INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS tem 2 cursos de Computação na base. Nenhum tem observações.
2017;886;FACULDADE DE HORTOLÂNDIA;1;0;0;0;1;0.0;;Em 2017, FACULDADE DE HORTOLÂNDIA tem 1 curso de Computação na base. Nenhum tem observações.
2017;891;FACULDADE  PITÁGORAS;5;0;0;5;0;0.0;"Código do curso aparece em outra instituição (5 cursos); Curso de 2017 identificado por aproximação (1 curso)";"Em 2017, FACULDADE  PITÁGORAS tem 5 cursos de Computação na base. 5 têm só nota informativa. Principais observações: Código do curso aparece em outra instituição (5 cursos); Curso de 2017 identificado por aproximação (1 curso)."
2017;898;FACULDADE DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS SANTA RITA DE CÁSSIA;1;0;0;0;1;0.0;;Em 2017, FACULDADE DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS SANTA RITA DE CÁSSIA tem 1 curso de Computação na base. Nenhum tem observações.
2017;9;UNIVERSIDADE ESTADUAL DE LONDRINA;1;0;0;0;1;0.0;;Em 2017, UNIVERSIDADE ESTADUAL DE LONDRINA tem 1 curso de Computação na base. Nenhum tem observações.
2017;900;FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E DE TECNOLOGIA;2;0;0;0;2;0.0;;Em 2017, FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E DE TECNOLOGIA tem 2 cursos de Computação na base. Nenhum tem observações.
2017;910;FACULDADE SANTA LÚCIA;2;0;0;1;1;0.0;Curso de 2017 identificado por aproximação (1 curso);Em 2017, FACULDADE SANTA LÚCIA tem 2 cursos de Computação na base. 1 tem só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso).
2017;916;FACULDADE ESTÁCIO DE TERESINA;1;0;0;0;1;0.0;;Em 2017, FACULDADE ESTÁCIO DE TERESINA tem 1 curso de Computação na base. Nenhum tem observações.
2017;918;CENTRO UNIVERSITÁRIO UNIVEL;1;0;0;0;1;0.0;;Em 2017, CENTRO UNIVERSITÁRIO UNIVEL tem 1 curso de Computação na base. Nenhum tem observações.
2017;926;CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE;2;2;0;0;0;100.0;Matrículas caíram a zero de um ano para o outro (2 cursos);Em 2017, CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE tem 2 cursos de Computação na base. 2 ficam de fora de algum gráfico. Principais observações: Matrículas caíram a zero de um ano para o outro (2 cursos).
2017;95;UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ;1;0;0;0;1;0.0;;Em 2017, UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ tem 1 curso de Computação na base. Nenhum tem observações.
2017;952;UNIVERSIDADE SANTA CECÍLIA;3;0;0;1;2;0.0;Curso de 2017 identificado por aproximação (1 curso);Em 2017, UNIVERSIDADE SANTA CECÍLIA tem 3 cursos de Computação na base. 1 tem só nota informativa. Principais observações: Curso de 2017 identificado por aproximação (1 curso).
2017;967;FACULDADE DE TECNOLOGIA DE TAQUARITINGA;2;0;0;0;2;0.0;;Em 2017, FACULDADE DE TECNOLOGIA DE TAQUARITINGA tem 2 cursos de Computação na base. Nenhum tem observações.
2017;994;Faculdade de Duque de Caxias;1;0;0;0;1;0.0;;Em 2017, Faculdade de Duque de Caxias tem 1 curso de Computação na base. Nenhum tem observações.
2017;997;Centro Universitário de Bauru;2;0;0;0;2;0.0;;Em 2017, Centro Universitário de Bauru tem 2 cursos de Computação na base. Nenhum tem observações.
2018;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;5;0;0;1;4;0.0;Código do curso aparece em outra instituição (1 curso);Em 2018, UNIVERSIDADE FEDERAL DE MATO GROSSO tem 5 cursos de Computação na base. 1 tem só nota informativa. Principais observações: Código do curso aparece em outra instituição (1 curso).
2018;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;10;2;0;3;5;20.0;"Zero inscritos informados (1 curso); Zero matrículas, mas com ingressantes (1 curso); Sem detalhe por município no Censo (3 cursos)";"Em 2018, PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ tem 10 cursos de Computação na base. 2 ficam de fora de algum gráfico e 3 têm só nota informativa. Principais observações: Zero inscritos informados (1 curso); Zero matrículas, mas com ingressantes (1 curso); Sem detalhe por município no Censo (3 cursos)."
2018;10116;FACULDADE DE TECNOLOGIA SENAI MATO GROSSO (FATEC SENAI MT);2;0;1;0;1;0.0;Inscritos iguais às vagas ou aos ingressantes (1 curso);Em 2018, FACULDADE DE TECNOLOGIA SENAI MATO GROSSO (FATEC SENAI MT) tem 2 cursos de Computação na base. 1 aparece com aviso. Principais observações: Inscritos iguais às vagas ou aos ingressantes (1 curso).
2018;1014;INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC;1;0;0;0;1;0.0;;Em 2018, INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC tem 1 curso de Computação na base. Nenhum tem observações.
2018;1021;FACULDADE DE CIÊNCIAS DE TIMBAÚBA;1;0;0;0;1;0.0;;Em 2018, FACULDADE DE CIÊNCIAS DE TIMBAÚBA tem 1 curso de Computação na base. Nenhum tem observações.
2018;1027;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;1;0;0;0;1;0.0;;Em 2018, UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO tem 1 curso de Computação na base. Nenhum tem observações.
2018;1028;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;2;0;0;0;2;0.0;;Em 2018, UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL tem 2 cursos de Computação na base. Nenhum tem observações.
2018;1032;CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;5;0;0;0;5;0.0;;Em 2018, CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO tem 5 cursos de Computação na base. Nenhum tem observações.
2018;10323;FACULDADE DE TECNOLOGIA BANDEIRANTES;3;2;0;0;1;66.7;Zero inscritos informados (2 cursos);Em 2018, FACULDADE DE TECNOLOGIA BANDEIRANTES tem 3 cursos de Computação na base. 2 ficam de fora de algum gráfico. Principais observações: Zero inscritos informados (2 cursos).
2018;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;6;0;0;5;1;0.0;Código do curso aparece em outra instituição (5 cursos);Em 2018, UNIVERSIDADE DO ESTADO DE MINAS GERAIS tem 6 cursos de Computação na base. 5 têm só nota informativa. Principais observações: Código do curso aparece em outra instituição (5 cursos).
2018;1038;FACULDADES INTEGRADAS DE TRÊS LAGOAS;2;1;0;0;1;50.0;Zero inscritos informados (1 curso);Em 2018, FACULDADES INTEGRADAS DE TRÊS LAGOAS tem 2 cursos de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero inscritos informados (1 curso).
2018;1041;UNIVERSIDADE DO VALE DO TAQUARI;6;2;0;2;2;33.3;"Zero inscritos informados (2 cursos); Sem detalhe por município no Censo (2 cursos)";"Em 2018, UNIVERSIDADE DO VALE DO TAQUARI tem 6 cursos de Computação na base. 2 ficam de fora de algum gráfico e 2 têm só nota informativa. Principais observações: Zero inscritos informados (2 cursos); Sem detalhe por município no Censo (2 cursos)."
2018;1042;UNIVERSIDADE POSITIVO;12;1;0;1;10;8.3;"Zero inscritos informados (1 curso); Sem detalhe por município no Censo (1 curso)";"Em 2018, UNIVERSIDADE POSITIVO tem 12 cursos de Computação na base. 1 fica de fora de algum gráfico e 1 tem só nota informativa. Principais observações: Zero inscritos informados (1 curso); Sem detalhe por município no Censo (1 curso)."
2018;1043;CENTRO UNIVERSITÁRIO HERMINIO OMETTO;2;0;0;0;2;0.0;;Em 2018, CENTRO UNIVERSITÁRIO HERMINIO OMETTO tem 2 cursos de Computação na base. Nenhum tem observações.
2018;1045;CENTRO UNIVERSITÁRIO ANHANGÜERA;1;0;0;0;1;0.0;;Em 2018, CENTRO UNIVERSITÁRIO ANHANGÜERA tem 1 curso de Computação na base. Nenhum tem observações.
2018;1046;UNIÃO DAS FACULDADES DOS GRANDES LAGOS;2;0;0;0;2;0.0;;Em 2018, UNIÃO DAS FACULDADES DOS GRANDES LAGOS tem 2 cursos de Computação na base. Nenhum tem observações.
2018;1049;INSTITUTO DE ENSINO SUPERIOR FUCAPI;4;0;0;0;4;0.0;;Em 2018, INSTITUTO DE ENSINO SUPERIOR FUCAPI tem 4 cursos de Computação na base. Nenhum tem observações.
2018;1053;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE FEIRA DE SANTANA;1;0;0;0;1;0.0;;Em 2018, FACULDADE DE TECNOLOGIA E CIÊNCIAS DE FEIRA DE SANTANA tem 1 curso de Computação na base. Nenhum tem observações.
2018;1055;Centro Universitário Maurício de Nassau de Salvador;1;0;0;0;1;0.0;;Em 2018, Centro Universitário Maurício de Nassau de Salvador tem 1 curso de Computação na base. Nenhum tem observações.
2018;1058;Estácio FIB - Centro Universitário Estácio da Bahia;4;0;0;0;4;0.0;;Em 2018, Estácio FIB - Centro Universitário Estácio da Bahia tem 4 cursos de Computação na base. Nenhum tem observações.
2018;1059;FACULDADE LOURENÇO FILHO;2;0;0;0;2;0.0;;Em 2018, FACULDADE LOURENÇO FILHO tem 2 cursos de Computação na base. Nenhum tem observações.
2018;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;11;2;1;4;4;18.2;"Zero inscritos informados (2 cursos); Inscritos iguais às vagas ou aos ingressantes (1 curso); Sem detalhe por município no Censo (3 cursos)";"Em 2018, CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB tem 11 cursos de Computação na base. 2 ficam de fora de algum gráfico, 1 aparece com aviso e 4 têm só nota informativa. Principais observações: Zero inscritos informados (2 cursos); Inscritos iguais às vagas ou aos ingressantes (1 curso); Sem detalhe por município no Censo (3 cursos)."
2018;1066;INSTITUTO DE ENSINO E PESQUISA OBJETIVO;4;1;0;3;0;25.0;"Zero matrículas, mas com ingressantes (1 curso); Código do curso aparece em outra instituição (3 cursos)";"Em 2018, INSTITUTO DE ENSINO E PESQUISA OBJETIVO tem 4 cursos de Computação na base. 1 fica de fora de algum gráfico e 3 têm só nota informativa. Principais observações: Zero matrículas, mas com ingressantes (1 curso); Código do curso aparece em outra instituição (3 cursos)."
2018;1067;FACULDADE DE JUSSARA;1;0;0;0;1;0.0;;Em 2018, FACULDADE DE JUSSARA tem 1 curso de Computação na base. Nenhum tem observações.
2018;1068;FACULDADE ALDETE MARIA ALVES;1;1;0;0;0;100.0;Zero inscritos informados (1 curso);Em 2018, FACULDADE ALDETE MARIA ALVES tem 1 curso de Computação na base. 1 fica de fora de algum gráfico. Principais observações: Zero inscritos informados (1 curso).
2018;10685;FACULDADE NORTE CAPIXABA DE SAO MATEUS;1;0;0;0;1;0.0;;Em 2018, FACULDADE NORTE CAPIXABA DE SAO MATEUS tem 1 curso de Computação na base. Nenhum tem observações.
2018;107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;1;0;0;0;1;0.0;;Em 2018, UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI tem 1 curso de Computação na base. Nenhum tem observações.
2018;1070;FACULDADE CNEC UNAÍ;1;0;0;0;1;0.0;;Em 2018, FACULDADE CNEC UNAÍ tem 1 curso de Computação na base. Nenhum tem observações.
2018;1075;INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA;1;0;0;0;1;0.0;;Em 2018, INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA tem 1 curso de Computação na base. Nenhum tem observações.
2018;1076;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS;1;0;0;0;1;0.0;;Em 2018, FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS tem 1 curso de Computação na base. Nenhum tem observações.
2018;1077;Centro Universitário Estácio do Recife;4;0;0;0;4;0.0;;Em 2018, Centro Universitário Estácio do Recife tem 4 cursos de Computação na base. Nenhum tem observações.
2018;1078;CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO;1;0;0;0;1;0.0;;Em 2018, CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO tem 1 curso de Computação na base. Nenhum tem observações.
2018;1082;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;7;0;0;0;7;0.0;;Em 2018, INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE tem 7 cursos de Computação na base. Nenhum tem observações.
