NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;CH_CURSO_ANO;FLAG;TITULO;GRAVIDADE;NV;EVIDENCIA;COMO_TRATAMOS
2009;163;UNIVERSIDADE ESTACIO DE SA;19327;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|19327;FL_BAIXA_ATIVIDADE;Curso com pouquíssima atividade na série;Informação;1;Em 4 anos na base, este curso somou 5 matrículas, com metade ou mais dos anos sem nenhuma.;Aparece com aviso em: Quantidade de cursos e instituições e Evolução de um mesmo curso.
2009;163;UNIVERSIDADE ESTACIO DE SA;41242;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|41242;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 140 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;41266;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|41266;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 180 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;41507;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|41507;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 200 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;4950;CURSO SUPERIOR DE TECNOLOGIA EM PROCESSAMENTO DE DADOS  CAMPUS PRACA XI;Presencial;;;;2009|163|4950;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2009;163;UNIVERSIDADE ESTACIO DE SA;4950;CURSO SUPERIOR DE TECNOLOGIA EM PROCESSAMENTO DE DADOS  CAMPUS PRACA XI;Presencial;;;;2009|163|4950;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 0 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;49613;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|49613;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 80 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;49613;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|49613;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2009, a instituição declarou 80 vagas em 8 dos seus 36 cursos de Computação. Este curso declarou 80 vagas.;Aparece com aviso em: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;4963;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|4963;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 200 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;49723;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|49723;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;49879;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|49879;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;50130;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|50130;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 80 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;50130;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|50130;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2009, a instituição declarou 80 vagas em 8 dos seus 36 cursos de Computação. Este curso declarou 80 vagas.;Aparece com aviso em: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;53520;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|53520;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 200 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;60310;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2009|163|60310;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 40 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;60314;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;Presencial;;;;2009|163|60314;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 340 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;60318;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;Presencial;;;;2009|163|60318;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 80 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;60318;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;Presencial;;;;2009|163|60318;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2009, a instituição declarou 80 vagas em 8 dos seus 36 cursos de Computação. Este curso declarou 80 vagas.;Aparece com aviso em: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;60320;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET AGRUPAMENTO DAS AREAS PROFISSIONAISINFORMATICA E TELECOMUNICACAO;Presencial;;;;2009|163|60320;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 160 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;63556;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|63556;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;69381;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|69381;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 80 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;69381;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|69381;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2009, a instituição declarou 80 vagas em 8 dos seus 36 cursos de Computação. Este curso declarou 80 vagas.;Aparece com aviso em: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;70259;CURSO SUPERIOR DE TECNOLOGIA EM GESTAO DA TECNOLOGIA DA INFORMACAO AGRUPAMENTO DAS AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACAO  CENTRO I;Presencial;;;;2009|163|70259;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 180 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;70274;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS  CENTRO VI;Presencial;;;;2009|163|70274;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 300 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;73062;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|73062;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 120 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;74748;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|74748;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 80 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;74748;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|74748;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2009, a instituição declarou 80 vagas em 8 dos seus 36 cursos de Computação. Este curso declarou 80 vagas.;Aparece com aviso em: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;80437;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS  NITEROI;Presencial;;;;2009|163|80437;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 40 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;80439;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO SISTEMAS QUEIMADOS;Presencial;;;;2009|163|80439;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 40 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;80441;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO SISTEMAS VILA VALQUEIRE;Presencial;;;;2009|163|80441;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 40 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;80447;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET NOVA AMERICA;Presencial;;;;2009|163|80447;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 80 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;80447;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET NOVA AMERICA;Presencial;;;;2009|163|80447;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2009, a instituição declarou 80 vagas em 8 dos seus 36 cursos de Computação. Este curso declarou 80 vagas.;Aparece com aviso em: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;80570;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES NITEROI;Presencial;;;;2009|163|80570;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 70 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;82827;SISTEMAS DE INFORMACAO;Presencial;;;;2009|163|82827;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;84866;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO SISTEMAS TERRA ENCANTADA;Presencial;;;;2009|163|84866;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 40 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;84907;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES CAMPO GRANDE II;Presencial;;;;2009|163|84907;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;90533;CURSO SUPERIOR DE TECNOLOGIA EM GESTAO DA TECNOLOGIA DA INFORMACAO AKXE;Presencial;;;;2009|163|90533;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;97843;CURSO SUPERIOR DE TECNOLOGIA EM GESTAO DA TECNOLOGIA DA INFORMACAO VILA VALQUEIRE;Presencial;;;;2009|163|97843;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 100 vagas.;Fica de fora de: Vagas oferecidas.
2009;163;UNIVERSIDADE ESTACIO DE SA;98261;CURSO SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS  CENTRO IV;Presencial;;;;2009|163|98261;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2009, a instituição repetiu 80 vagas em 8 dos seus 36 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 40 vagas.;Fica de fora de: Vagas oferecidas.
2009;1630;FACULDADE ITABIRANA DE DESENVOLVIMENTO DAS CIENCIAS E TECNOLOGIAS;46176;SISTEMAS DE INFORMACAO;Presencial;;;;2009|1630|46176;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 46176 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE ITABIRANA DE DESENVOLVIMENTO DAS CIÊNCIAS E TECNOLOGIAS (2009 a 2010); FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA (2011 a 2018).";Aparece com aviso em: Evolução de um mesmo curso.
2009;1643;FACULDADE ANISIO TEIXEIRA DE FEIRA DE SANTANA;59622;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET EIXO TECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;;;;2009|1643|59622;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, mas o curso teve 8 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2009;165;UNIVERSIDADE VEIGA DE ALMEIDA;51506;CIENCIA DA COMPUTACAO;Presencial;;;;2009|165|51506;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2009;165;UNIVERSIDADE VEIGA DE ALMEIDA;88538;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;;;2009|165|88538;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2009;1658;FACULDADE INTEGRADA DA GRANDE FORTALEZA;46377;CIENCIA DA COMPUTACAO;Presencial;;;;2009|1658|46377;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, mas o curso teve 32 ingressantes e 50 vagas.;Fica de fora de: Inscritos nos processos seletivos.
2009;167;UNIVERSIDADE METODISTA DE SAO PAULO;5123;CIENCIA DA COMPUTACAO;Presencial;;;;2009|167|5123;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2009;1706;FACULDADE DE INFORMATICA DO RECIFE;47798;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS DE INFORMACAO;Presencial;;;;2009|1706|47798;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 47798 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE DE INFORMÁTICA DO RECIFE (2009 a 2019); INSTITUTO DE ENSINO SUPERIOR DE OLINDA (2020 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
2009;1710;FACULDADE DE NEGOCIOS E TECNOLOGIAS DA INFORMACAO;48677;SISTEMAS DE INFORMACAO;Presencial;;;;2009|1710|48677;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 48677 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE ANHANGUERA DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO (2009 a 2022); FACULDADE ANHANGUERA DE BRASÍLIA (2023 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
2009;1715;FACULDADE DO SUL DA BAHIA;72607;CURSO SUPERIOR DE TECNOLOGIA EM ANALISE E DESENVOLVIMENTO DE SISTEMAS AREA PROFISSIONAL INFORMATICA E TELECOMUNICACAO;Presencial;;;;2009|1715|72607;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 72607 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE DO SUL DA BAHIA (2009 a 2013); FACULDADE DO SUL DA BAHIA (2014 a 2017).";Aparece com aviso em: Evolução de um mesmo curso.
2009;1722;FACULDADE DE PORTO VELHO;55777;SISTEMAS DE INFORMACAO;Presencial;;;;2009|1722|55777;FL_CO_CURSO_EM_VARIAS_IES;Código do curso aparece em outra instituição;Informação;1;"O código 55777 foi usado por 2 instituições diferentes ao longo dos anos: FACULDADE DE PORTO VELHO (2009 a 2018); Faculdade Unisapiens (2019 a 2024).";Aparece com aviso em: Evolução de um mesmo curso.
