USO;METRICA_REF;NU_ANO_CENSO;DS_TP_MODALIDADE_ENSINO;LINHAS_USADAS;LINHAS_EXCLUIDAS;LINHAS_SEM_DADO;VOLUME_USADO;VOLUME_EXCLUIDO;VOLUME_SEM_DADO;VOLUME_SEM_TERRITORIO;PCT_LINHAS_USADAS;PCT_VOLUME_USADO;PCT_VOLUME_EXCLUIDO
AREA_TIPO;linhas;2015;Presencial;2352;0;0;2352.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2016;EaD;92;0;0;92.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2016;Presencial;2378;0;0;2378.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2017;EaD;94;0;0;94.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2017;Presencial;2198;0;0;2198.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2018;EaD;198;0;0;198.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2018;Presencial;2443;0;0;2443.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2019;EaD;348;0;0;348.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2019;Presencial;2468;0;0;2468.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2020;EaD;555;0;0;555.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2020;Presencial;2508;0;0;2508.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2021;EaD;737;0;0;737.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2021;Presencial;2491;0;0;2491.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2022;EaD;997;0;0;997.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2022;Presencial;2567;0;0;2567.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2023;EaD;1176;0;0;1176.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2023;Presencial;2620;0;0;2620.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2024;EaD;1300;0;0;1300.0;0.0;0.0;0.0;100.0;100.0;0.0
AREA_TIPO;linhas;2024;Presencial;2594;0;0;2594.0;0.0;0.0;0.0;100.0;100.0;0.0
SERIE_CURSO;QT_MAT;2009;EaD;30;0;0;22575.0;0.0;0.0;0.0;100.0;100.0;0.0
SERIE_CURSO;QT_MAT;2009;Presencial;1929;8;0;262288.0;0.0;0.0;0.0;99.59;100.0;0.0
SERIE_CURSO;QT_MAT;2010;EaD;38;0;0;29359.0;0.0;0.0;0.0;100.0;100.0;0.0
SERIE_CURSO;QT_MAT;2010;Presencial;2006;20;0;275609.0;0.0;0.0;0.0;99.01;100.0;0.0
SERIE_CURSO;QT_MAT;2011;EaD;47;0;0;31954.0;0.0;0.0;0.0;100.0;100.0;0.0
SERIE_CURSO;QT_MAT;2011;Presencial;2108;21;0;288873.0;0.0;0.0;0.0;99.01;100.0;0.0
SERIE_CURSO;QT_MAT;2012;EaD;56;0;0;34651.0;0.0;0.0;0.0;100.0;100.0;0.0
SERIE_CURSO;QT_MAT;2012;Presencial;2206;47;0;288360.0;0.0;0.0;0.0;97.91;100.0;0.0
SERIE_CURSO;QT_MAT;2013;EaD;66;3;0;40322.0;0.0;0.0;0.0;95.65;100.0;0.0
SERIE_CURSO;QT_MAT;2013;Presencial;2226;61;0;291816.0;0.0;0.0;0.0;97.33;100.0;0.0
SERIE_CURSO;QT_MAT;2014;EaD;73;4;0;45817.0;0.0;0.0;0.0;94.81;100.0;0.0
SERIE_CURSO;QT_MAT;2014;Presencial;2254;71;0;293448.0;0.0;0.0;0.0;96.95;100.0;0.0
SERIE_CURSO;QT_MAT;2015;EaD;82;5;0;51160.0;0.0;0.0;0.0;94.25;100.0;0.0
SERIE_CURSO;QT_MAT;2015;Presencial;2285;67;0;287253.0;0.0;0.0;0.0;97.15;100.0;0.0
SERIE_CURSO;QT_MAT;2016;EaD;90;2;0;52913.0;0.0;0.0;0.0;97.83;100.0;0.0
SERIE_CURSO;QT_MAT;2016;Presencial;2285;93;0;277625.0;0.0;0.0;0.0;96.09;100.0;0.0
SERIE_CURSO;QT_MAT;2017;EaD;92;2;0;53978.0;0.0;0.0;0.0;97.87;100.0;0.0
SERIE_CURSO;QT_MAT;2017;Presencial;2132;66;0;260042.0;0.0;0.0;0.0;97.0;100.0;0.0
SERIE_CURSO;QT_MAT;2018;EaD;198;0;0;89661.0;0.0;0.0;0.0;100.0;100.0;0.0
SERIE_CURSO;QT_MAT;2018;Presencial;2367;76;0;273101.0;0.0;0.0;0.0;96.89;100.0;0.0
SERIE_CURSO;QT_MAT;2019;EaD;344;4;0;108908.0;0.0;0.0;0.0;98.85;100.0;0.0
SERIE_CURSO;QT_MAT;2019;Presencial;2384;84;0;272937.0;0.0;0.0;0.0;96.6;100.0;0.0
SERIE_CURSO;QT_MAT;2020;EaD;543;12;0;169561.0;0.0;0.0;0.0;97.84;100.0;0.0
SERIE_CURSO;QT_MAT;2020;Presencial;2412;96;0;260853.0;0.0;0.0;0.0;96.17;100.0;0.0
SERIE_CURSO;QT_MAT;2021;EaD;716;21;0;243594.0;0.0;0.0;0.0;97.15;100.0;0.0
SERIE_CURSO;QT_MAT;2021;Presencial;2376;115;0;256245.0;0.0;0.0;0.0;95.38;100.0;0.0
SERIE_CURSO;QT_MAT;2022;EaD;973;24;0;350191.0;0.0;0.0;0.0;97.59;100.0;0.0
SERIE_CURSO;QT_MAT;2022;Presencial;2453;114;0;283497.0;0.0;0.0;0.0;95.56;100.0;0.0
SERIE_CURSO;QT_MAT;2023;EaD;1146;30;0;443907.0;0.0;0.0;0.0;97.45;100.0;0.0
SERIE_CURSO;QT_MAT;2023;Presencial;2507;113;0;323660.0;0.0;0.0;0.0;95.69;100.0;0.0
SERIE_CURSO;QT_MAT;2024;EaD;1249;51;0;503635.0;0.0;0.0;0.0;96.08;100.0;0.0
SERIE_CURSO;QT_MAT;2024;Presencial;2479;115;0;357156.0;0.0;0.0;0.0;95.57;100.0;0.0
